Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion
Mol_CiLo_11320,MoldaviAir,Cincinnati,Londres,6284,Airbus A320,16403.7536,575
Pam_MePa_11380,PamPangea,Melbourne,París,16925,Airbus A380,223827.032,1328
Pam_NuGi_10737,PamPangea,Nueva York,Ginebra,6206,Boeing 737,15231.3858,491
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,85857.96960000001,478
Mol_CaBa_10747,MoldaviAir,Cádiz,Bali,12798,Boeing 747,141883.7472,1053
Tab_RoLo_10747,TabarAir,Roma,Londres,1433,Boeing 747,16650.6002,115
Tab_CiLo_11380,TabarAir,Cincinnati,Londres,6284,Airbus A380,77001.62240000001,438
Mol_CiMe_10737,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 737,40498.63272,1359
Pam_NuPa_11320,PamPangea,Nueva York,París,5835,Airbus A320,16145.58504,542
Mol_LoBa_10747,MoldaviAir,Londres,Bali,12553,Boeing 747,139167.5792,856
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,3704.6094,124
Fly_RoBa_11380,FlyQ,Roma,Bali,12738,Airbus A380,154613.844,869
Fly_RoBa_11380,FlyQ,Roma,Bali,12738,Airbus A380,159031.3824,869
Mol_CiMe_11380,MoldaviAir,Cincinnati,Melbourne,15262,Airbus A380,201834.45568,1217
Pam_NuBa_10747,PamPangea,Nueva York,Bali,16589,Boeing 747,185751.412496,1305
Pam_LoBa_10737,PamPangea,Londres,Bali,12553,Boeing 737,32992.899264,1153
Tab_RoGi_11320,TabarAir,Roma,Ginebra,698,Airbus A320,1751.98,70
Tab_LoCi_11320,TabarAir,Los Angeles,Cincinnati,3073,Airbus A320,8176.0238,242
Tab_GiCi_10747,TabarAir,Ginebra,Cincinnati,6969,Boeing 747,75775.33080000001,484
Pam_MeNu_10737,PamPangea,Melbourne,Nueva York,16082,Boeing 737,41048.854704,1421
Fly_NuRo_10747,FlyQ,Nueva York,Roma,6877,Boeing 747,74041.9082,478
Air_CaCi_11320,Airnar,Cádiz,Cincinnati,6624,Airbus A320,17982.941184,600
Air_BaCa_10737,Airnar,Bali,Cádiz,12798,Boeing 737,33636.829824,1171
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,76763.2552,433
Pam_LoPa_10737,PamPangea,Londres,París,344,Boeing 737,869.3568000000001,46
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,221792.2408,1328
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900,Airbus A380,207242.1312,1326
Pam_LoGi_10737,PamPangea,Londres,Ginebra,739,Boeing 737,1849.6431,76
Tab_GiNu_10747,TabarAir,Ginebra,Nueva York,6206,Boeing 747,72771.55600000001,433
Mol_PaBa_10737,MoldaviAir,París,Bali,11980,Boeing 737,32395.16592000001,1029
Pam_BaMe_11320,PamPangea,Bali,Melbourne,2779,Airbus A320,6975.289999999999,221
Mol_BaLo_10747,MoldaviAir,Bali,Londres,12553,Boeing 747,141843.8788,856
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,9431.6482,77
Pam_PaLo_10747,PamPangea,París,Londres,344,Boeing 747,3960.4032,42
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,33740.9254,224
Pam_NuBa_10747,PamPangea,Nueva York,Bali,16589,Boeing 747,187590.535392,1305
Fly_RoNu_11380,FlyQ,Roma,Nueva York,6877,Airbus A380,79498.12000000001,478
Pam_LoGi_10747,PamPangea,Londres,Ginebra,739,Boeing 747,8665.514000000001,69
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103,Boeing 737,22341.4929,711
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011,Airbus A380,185882.293792,1200
Tab_RoNu_11380,TabarAir,Roma,Nueva York,6877,Airbus A380,80293.1012,478
Tab_RoLo_10747,TabarAir,Roma,Los Angeles,10077,Boeing 747,109569.2364,691
Tab_GiLo_11380,TabarAir,Ginebra,Los Angeles,9103,Airbus A380,110492.214,626
Fly_NuBa_11380,FlyQ,Nueva York,Barcelona,6170,Airbus A380,76317.964,431
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,40498.63272,1359
Mol_MeCa_10737,MoldaviAir,Melbourne,Cádiz,20029,Boeing 737,51629.634576,1721
Pam_LoNu_10747,PamPangea,Londres,Nueva York,5566,Boeing 747,62300.238,391
Fly_BaGi_10737,FlyQ,Barcelona,Ginebra,660,Boeing 737,1635.876,70
Tab_RoLo_11320,TabarAir,Roma,Los Angeles,10077,Airbus A320,27357.200832,850
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,13795.8876,442
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,153167.8036,845
Tab_RoCi_11320,TabarAir,Roma,Cincinnati,7480,Airbus A320,19916.30784,662
Mol_CiPa_11380,MoldaviAir,Cincinnati,París,6370,Airbus A380,78055.432,444
Mol_CiBa_10737,MoldaviAir,Cincinnati,Bali,15011,Boeing 737,39453.23116800001,1340
Tab_NuCi_10747,TabarAir,Nueva York,Cincinnati,911,Boeing 747,10196.823,80
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,17730.9592,116
Fly_GiRo_10747,FlyQ,Ginebra,Roma,698,Boeing 747,8184.748000000001,66
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103,Boeing 737,22120.29,711
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,40884.333984,1359
Air_GiPa_11380,Airnar,Ginebra,París,411,Airbus A380,5226.276,47
Mol_BaCa_11380,MoldaviAir,Bali,Cádiz,12798,Airbus A380,156821.5728,873
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,32092.40736,1029
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553,Boeing 737,32675.659848,1153
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739,Airbus A380,8542.84,69
Fly_GiNu_10747,FlyQ,Ginebra,Nueva York,6206,Boeing 747,69463.75800000002,433
Fly_BaRo_11320,FlyQ,Barcelona,Roma,859,Airbus A320,2307.0163,82
Air_PaCi_10737,Airnar,París,Cincinnati,6370,Boeing 737,16872.219,503
Mol_BaLo_10737,MoldaviAir,Bali,Londres,12553,Boeing 737,33627.37809600001,1153
Air_PaCa_11320,Airnar,París,Cádiz,1447,Airbus A320,3958.8473,124
Tab_NuRo_11380,TabarAir,Nueva York,Roma,6877,Airbus A380,85857.96960000001,478
Mol_CiBa_10737,MoldaviAir,Cincinnati,Bali,15011,Boeing 737,38694.515184,1340
Tab_GiRo_10737,TabarAir,Ginebra,Roma,698,Boeing 737,1865.754,73
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,147441.9044,845
Mol_CaPa_10747,MoldaviAir,Cádiz,París,1447,Boeing 747,15733.5204,116
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,35410.62096000001,1167
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900,Airbus A380,221464.6304,1326
Mol_CaLo_11320,MoldaviAir,Cádiz,Londres,1716,Airbus A320,4565.5896,144
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,142643.464,818
Tab_LoGi_11320,TabarAir,Los Angeles,Ginebra,9103,Airbus A320,25425.844184,779
Pam_PaBa_10737,PamPangea,París,Bali,11980,Boeing 737,33000.68304,1029
Air_GiCi_10747,Airnar,Ginebra,Cincinnati,6969,Boeing 747,81718.49400000002,484
Tab_LoNu_11380,TabarAir,Los Angeles,Nueva York,3944,Airbus A380,48328.1984,282
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,6888.0294,231
Pam_PaBa_11380,PamPangea,París,Bali,11980,Airbus A380,144028.352,818
Fly_GiNu_10747,FlyQ,Ginebra,Nueva York,6206,Boeing 747,69463.75800000002,433
Mol_CiMe_10747,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 747,177660.66864,1217
Tab_RoLo_10737,TabarAir,Roma,Los Angeles,10077,Boeing 737,25221.7233,785
Fly_NuRo_11320,FlyQ,Nueva York,Roma,6877,Airbus A320,18490.272424,618
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,35378.8344,224
Mol_CaBa_10737,MoldaviAir,Cádiz,Bali,12798,Boeing 737,32989.96771200001,1171
Mol_LoCa_10747,MoldaviAir,Londres,Cádiz,1716,Boeing 747,19024.2624,134
Pam_PaBa_10747,PamPangea,París,Bali,11980,Boeing 747,137923.344,818
Mol_PaLo_11320,MoldaviAir,París,Londres,344,Airbus A320,923.8808,44
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877,Boeing 747,80639.70200000002,478
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,18400.052,116
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,3073,Boeing 737,7990.107300000001,253
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674,Boeing 747,188551.726272,1311
Mol_CiMe_10737,MoldaviAir,Cincinnati,Melbourne,15262,Boeing 737,39341.52892800001,1359
Pam_BaMe_11320,PamPangea,Bali,Melbourne,2779,Airbus A320,7254.301599999999,221
Tab_LoNu_10747,TabarAir,Londres,Nueva York,5566,Boeing 747,59333.56,391
Tab_RoNu_11380,TabarAir,Roma,Nueva York,6877,Airbus A380,85062.98840000002,478
Mol_CaMe_11380,MoldaviAir,Cádiz,Melbourne,20029,Airbus A380,245612.582592,1535
Mol_CaPa_11320,MoldaviAir,Cádiz,París,1447,Airbus A320,3995.167,124
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845,Boeing 737,33111.12168,1175
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,18400.052,116
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,8799.1252,69
Fly_CiNu_11380,FlyQ,Cincinnati,Nueva York,911,Airbus A380,11268.3412,80
Pam_NuGi_11320,PamPangea,Nueva York,Ginebra,6206,Airbus A320,17334.152368,569
Fly_GiBa_10737,FlyQ,Ginebra,Barcelona,660,Boeing 737,1651.914,70
Air_LoCi_11320,Airnar,Los Angeles,Cincinnati,3073,Airbus A320,8330.2884,242
Tab_CiLo_10747,TabarAir,Cincinnati,Los Angeles,3073,Boeing 747,36033.998,224
Pam_PaGi_11320,PamPangea,París,Ginebra,411,Airbus A320,1052.2422,49
Pam_GiMe_11380,PamPangea,Ginebra,Melbourne,16674,Airbus A380,204470.727552,1311
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798,Airbus A380,150903.7776,873
Fly_BaNu_10747,FlyQ,Barcelona,Nueva York,6170,Boeing 747,65772.2,431
Fly_NuBa_11380,FlyQ,Nueva York,Barcelona,6170,Airbus A380,72038.452,431
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,35088.70622400001,1167
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,32835.303072,1167
Mol_PaLo_10737,MoldaviAir,París,Londres,344,Boeing 737,835.9200000000001,46
Mol_PaBa_10747,MoldaviAir,París,Bali,11980,Boeing 747,135369.208,818
Pam_PaNu_10737,PamPangea,París,Nueva York,5835,Boeing 737,15171.5835,463
Pam_GiMe_10747,PamPangea,Ginebra,Melbourne,16674,Boeing 747,188551.726272,1311
Air_CiCa_11380,Airnar,Cincinnati,Cádiz,6624,Airbus A380,78870.6432,461
Pam_LoPa_10737,PamPangea,Londres,París,344,Boeing 737,877.7160000000001,46
Air_CaCi_11380,Airnar,Cádiz,Cincinnati,6624,Airbus A380,83465.04960000001,461
Tab_RoCi_10737,TabarAir,Roma,Cincinnati,7480,Boeing 737,18903.456,588
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,82926.27200000001,518
Pam_GiPa_11320,PamPangea,Ginebra,París,411,Airbus A320,1124.4549,49
Tab_LoGi_10737,TabarAir,Londres,Ginebra,739,Boeing 737,1849.6431,76
Air_CiLo_10737,Airnar,Cincinnati,Los Angeles,3073,Boeing 737,7691.411700000001,253
Air_BaCa_10747,Airnar,Bali,Cádiz,12798,Boeing 747,156072.12192,1053
Fly_BaRo_10737,FlyQ,Bali,Roma,12738,Boeing 737,33157.21780800001,1167
Mol_LoBa_10747,MoldaviAir,Londres,Bali,12553,Boeing 747,140505.729,856
Pam_PaGi_11380,PamPangea,París,Ginebra,411,Airbus A380,5083.7412,47
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,18232.7788,116
Pam_MeGi_10737,PamPangea,Melbourne,Ginebra,16674,Boeing 737,46352.38608000001,1466
Mol_BaPa_10747,MoldaviAir,Bali,París,11980,Boeing 747,140477.48,818
Pam_NuBa_11380,PamPangea,Nueva York,Bali,16589,Airbus A380,215394.761088,1305
Mol_PaBa_10747,MoldaviAir,París,Bali,11980,Boeing 747,130260.936,818
Pam_NuGi_11380,PamPangea,Nueva York,Ginebra,6206,Airbus A380,72458.7736,433
Mol_BaCi_10747,MoldaviAir,Bali,Cincinnati,15011,Boeing 747,179731.386432,1200
Air_CiLo_11380,Airnar,Cincinnati,Los Angeles,3073,Airbus A380,39076.26800000001,224
Pam_NuMe_10747,PamPangea,Nueva York,Melbourne,16082,Boeing 747,194337.718432,1272
Mol_CiCa_10747,MoldaviAir,Cincinnati,Cádiz,6624,Boeing 747,76966.9056,461
Tab_LoLo_10737,TabarAir,Los Angeles,Londres,8785,Boeing 737,22201.452,687
Pam_GiPa_10747,PamPangea,Ginebra,París,411,Boeing 747,4644.135600000001,47
Fly_CiBa_10737,FlyQ,Cincinnati,Barcelona,6763,Boeing 737,17584.4763,533
Pam_MeGi_10747,PamPangea,Melbourne,Ginebra,16674,Boeing 747,190400.272608,1311
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,16096.32,523
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,151736.3288,845
Mol_MeLo_10737,MoldaviAir,Melbourne,Londres,16900,Boeing 737,43136.7768,1483
Mol_PaBa_11380,MoldaviAir,París,Bali,11980,Airbus A380,149567.904,818
Air_CiPa_11380,Airnar,Cincinnati,París,6370,Airbus A380,79528.176,444
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,144578.9548,845
Air_LoBa_10737,Airnar,Los Angeles,Bali,12845,Boeing 737,35058.83472000001,1175
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170,Airbus A380,72038.452,431
Air_LoGi_11380,Airnar,Los Angeles,Ginebra,9103,Airbus A380,114701.4412,626
Air_CiCa_10737,Airnar,Cincinnati,Cádiz,6624,Boeing 737,17384.0256,523
Fly_BaCi_11320,FlyQ,Barcelona,Cincinnati,6763,Airbus A320,19066.466016,610
Tab_NuLo_10747,TabarAir,Nueva York,Londres,5566,Boeing 747,61113.5668,391
Air_CiGi_10747,Airnar,Cincinnati,Ginebra,6969,Boeing 747,77261.12160000001,484
Mol_CiCa_11380,MoldaviAir,Cincinnati,Cádiz,6624,Airbus A380,79636.3776,461
Air_GiLo_10747,Airnar,Ginebra,Los Angeles,9103,Boeing 747,104801.0184,626
Fly_CiGi_11380,FlyQ,Cincinnati,Ginebra,6969,Airbus A380,82978.4892,484
Pam_BaPa_11380,PamPangea,Bali,París,11980,Airbus A380,138488.8,818
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,30881.37312,1029
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,43402.688784,1466
Mol_CaBa_10737,MoldaviAir,Cádiz,Bali,12798,Boeing 737,34607.12299200001,1171
Mol_CiCa_11380,MoldaviAir,Cincinnati,Cádiz,6624,Airbus A380,79636.3776,461
Mol_MeCi_11380,MoldaviAir,Melbourne,Cincinnati,15262,Airbus A380,198164.738304,1217
Pam_PaBa_10747,PamPangea,París,Bali,11980,Boeing 747,140477.48,818
Pam_MeBa_11320,PamPangea,Melbourne,Bali,2779,Airbus A320,7603.066099999999,221
Fly_RoNu_11320,FlyQ,Roma,Nueva York,6877,Airbus A320,19028.824048,618
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,192980.9648,1326
Air_GiCi_11380,Airnar,Ginebra,Cincinnati,6969,Airbus A380,80561.64,484
Air_CiPa_10747,Airnar,Cincinnati,París,6370,Boeing 747,74694.62000000001,444
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,13795.8876,442
Tab_NuLo_11380,TabarAir,Nueva York,Londres,5566,Airbus A380,68203.53760000001,391
Tab_LoNu_11320,TabarAir,Los Angeles,Nueva York,3944,Airbus A320,10790.3896,305
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,42427.13904000001,1359
Fly_NuRo_11320,FlyQ,Nueva York,Roma,6877,Airbus A320,18490.272424,618
Air_LoCi_10737,Airnar,Los Angeles,Cincinnati,3073,Boeing 737,8139.455100000001,253
Tab_RoLo_10737,TabarAir,Roma,Los Angeles,10077,Boeing 737,25221.7233,785
Air_CiPa_10747,Airnar,Cincinnati,París,6370,Boeing 747,68583.242,444
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077,Boeing 747,111717.6528,691
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739,Boeing 737,1885.5585,76
Tab_LoRo_10737,TabarAir,Londres,Roma,1433,Boeing 737,3760.7652,128
Tab_CiRo_11320,TabarAir,Cincinnati,Roma,7480,Airbus A320,20502.0816,662
Fly_BaRo_11320,FlyQ,Barcelona,Roma,859,Airbus A320,2307.0163,82
Fly_CiBa_11320,FlyQ,Cincinnati,Barcelona,6763,Airbus A320,17654.1352,610
Air_CiPa_11320,Airnar,Cincinnati,París,6370,Airbus A320,18124.79032,581
Pam_BaLo_10737,PamPangea,Bali,Londres,12553,Boeing 737,34579.09634400001,1153
Air_CaGi_11320,Airnar,Cádiz,Ginebra,1725,Airbus A320,4546.2375,145
Tab_CiNu_11380,TabarAir,Cincinnati,Nueva York,911,Airbus A380,10531.16,80
Air_PaLo_10737,Airnar,París,Los Angeles,9099,Boeing 737,22331.6757,711
Pam_NuPa_10737,PamPangea,Nueva York,París,5835,Boeing 737,14179.05,463
Mol_BaLo_11380,MoldaviAir,Bali,Londres,12553,Airbus A380,148014.9336,856
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,7225.677900000001,231
Fly_RoNu_11380,FlyQ,Roma,Nueva York,6877,Airbus A380,85062.98840000002,478
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,7877.74,69
Tab_CiLo_11380,TabarAir,Cincinnati,Londres,6284,Airbus A380,77728.05280000002,438
Fly_BaBa_10747,FlyQ,Barcelona,Bali,13058,Boeing 747,144766.2112,1070
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845,Boeing 747,156645.2888,1056
Fly_NuGi_10737,FlyQ,Nueva York,Ginebra,6206,Boeing 737,15683.8032,491
Air_CaGi_10747,Airnar,Cádiz,Ginebra,1725,Boeing 747,18940.155,135
Air_GiCa_11380,Airnar,Ginebra,Cádiz,1725,Airbus A380,20339.82,135
Air_BaPa_10747,Airnar,Bali,París,11980,Boeing 747,135369.208,818
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,44666.84476800001,1466
Mol_LoCa_10747,MoldaviAir,Londres,Cádiz,1716,Boeing 747,19755.9648,134
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739,Airbus A380,8799.1252,69
Mol_CaCi_10737,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 737,16257.2832,523
Mol_CaPa_11320,MoldaviAir,Cádiz,París,1447,Airbus A320,3995.167,124
Pam_LoPa_11380,PamPangea,Londres,París,344,Airbus A380,3976.64,42
Tab_GiLo_10737,TabarAir,Ginebra,Londres,739,Boeing 737,1813.7277,76
Tab_LoGi_11380,TabarAir,Londres,Ginebra,739,Airbus A380,8713.6968,69
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,154599.2784,845
Pam_PaGi_11320,PamPangea,París,Ginebra,411,Airbus A320,1072.8744,49
Air_LoBa_11380,Airnar,Los Angeles,Bali,12845,Airbus A380,154427.728,876
Pam_MeLo_10737,PamPangea,Melbourne,Londres,16900,Boeing 737,43136.7768,1483
Tab_LoRo_10747,TabarAir,Londres,Roma,1433,Boeing 747,16803.358,115
Mol_LoMe_10747,MoldaviAir,Londres,Melbourne,16900,Boeing 747,198601.7696,1326
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077,Boeing 747,107420.82,691
Air_CaBa_10737,Airnar,Cádiz,Bali,12798,Boeing 737,33960.26088000001,1171
Tab_CiNu_10737,TabarAir,Cincinnati,Nueva York,911,Boeing 737,2412.9657,89
Fly_BaGi_11320,FlyQ,Barcelona,Ginebra,660,Airbus A320,1689.732,67
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,17212.4433,542
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,83723.64,518
Tab_NuRo_10747,TabarAir,Nueva York,Roma,6877,Boeing 747,77707.34920000001,478
Mol_BaPa_10737,MoldaviAir,Bali,París,11980,Boeing 737,31789.6488,1029
Mol_PaMe_11380,MoldaviAir,París,Melbourne,16925,Airbus A380,203479.12,1328
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170,Airbus A380,76317.964,431
Mol_MeBa_11320,MoldaviAir,Melbourne,Bali,2779,Airbus A320,7114.795799999999,221
Pam_LoPa_11320,PamPangea,Londres,París,344,Airbus A320,949.784,44
Pam_PaNu_11320,PamPangea,París,Nueva York,5835,Airbus A320,15231.684,542
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,9248.5094,77
Pam_MeLo_10737,PamPangea,Melbourne,Londres,16900,Boeing 737,43136.7768,1483
Pam_LoNu_11320,PamPangea,Londres,Nueva York,5566,Airbus A320,15546.550448,523
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,70376.254,431
Tab_LoNu_11320,TabarAir,Londres,Nueva York,5566,Airbus A320,15401.255584,523
Tab_CiLo_10747,TabarAir,Cincinnati,Los Angeles,3073,Boeing 747,32758.18,224
Fly_NuCi_10747,FlyQ,Nueva York,Cincinnati,911,Boeing 747,10682.386,80
Tab_GiLo_11380,TabarAir,Ginebra,Los Angeles,9103,Airbus A380,108387.6004,626
Air_LoCi_10747,Airnar,Los Angeles,Cincinnati,3073,Boeing 747,35051.2526,224
Pam_NuGi_10737,PamPangea,Nueva York,Ginebra,6206,Boeing 737,15985.4148,491
Tab_NuLo_10747,TabarAir,Nueva York,Londres,5566,Boeing 747,64673.5804,391
Air_CiCa_10747,Airnar,Cincinnati,Cádiz,6624,Boeing 747,77673.024,461
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,78915.49600000001,433
Tab_GiRo_10747,TabarAir,Ginebra,Roma,698,Boeing 747,7440.68,66
Tab_NuCi_11380,TabarAir,Nueva York,Cincinnati,911,Airbus A380,10847.0948,80
Fly_GiCi_11380,FlyQ,Ginebra,Cincinnati,6969,Airbus A380,86200.9548,484
Pam_MeLo_10747,PamPangea,Melbourne,Londres,16900,Boeing 747,204222.5744,1326
Tab_LoGi_11380,TabarAir,Los Angeles,Ginebra,9103,Airbus A380,107335.2936,626
Mol_LoMe_10747,MoldaviAir,Londres,Melbourne,16900,Boeing 747,200475.3712,1326
Air_PaCa_10747,Airnar,París,Cádiz,1447,Boeing 747,15425.02,116
Air_GiCa_10737,Airnar,Ginebra,Cádiz,1725,Boeing 737,4191.75,151
Mol_CiCa_11320,MoldaviAir,Cincinnati,Cádiz,6624,Airbus A320,18328.766976,600
Pam_NuGi_11320,PamPangea,Nueva York,Ginebra,6206,Airbus A320,17496.153792,569
Mol_BaCa_11380,MoldaviAir,Bali,Cádiz,12798,Airbus A380,162739.368,873
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660,Boeing 747,7246.668000000001,64
Tab_CiRo_11380,TabarAir,Cincinnati,Roma,7480,Airbus A380,87333.488,518
Mol_CaPa_11380,MoldaviAir,Cádiz,París,1447,Airbus A380,18400.052,116
