Id_vuelo,Aircompany,Origen,Destino,Distancia,avion,consumo_kg,duracion
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011,Airbus A380,191296.341184,1200
Pam_PaNu_10737,PamPangea,París,Nueva York,5835,Boeing 737,14604.4215,463
Tab_LoGi_11320,TabarAir,Londres,Ginebra,739,Airbus A320,1873.4389,73
Air_BaCa_10747,Airnar,Bali,Cádiz,12798,Boeing 747,151815.609504,1053
Fly_NuBa_10737,FlyQ,Nueva York,Bali,16589,Boeing 737,42762.19521600001,1459
Pam_MePa_10737,PamPangea,Melbourne,París,16925,Boeing 737,43628.3172,1485
Pam_NuMe_10737,PamPangea,Nueva York,Melbourne,16082,Boeing 737,43893.82483200001,1421
Air_PaCa_11380,Airnar,París,Cádiz,1447,Airbus A380,17229.1396,116
Air_BaCi_10747,Airnar,Bali,Cincinnati,15011,Boeing 747,181395.565936,1200
Pam_BaGi_11380,PamPangea,Bali,Ginebra,12383,Airbus A380,144578.9548,845
Air_LoGi_11380,Airnar,Los Angeles,Ginebra,9103,Airbus A380,112596.8276,626
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,3922.5276,124
Pam_PaBa_11380,PamPangea,París,Bali,11980,Airbus A380,148183.016,818
Air_GiLo_11320,Airnar,Ginebra,Los Angeles,9103,Airbus A320,25425.844184,779
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,3944,Boeing 737,9583.92,319
Pam_PaGi_10747,PamPangea,París,Ginebra,411,Boeing 747,4600.323,47
Tab_CiNu_10737,TabarAir,Cincinnati,Nueva York,911,Boeing 737,2390.8284,89
Mol_PaCi_11380,MoldaviAir,París,Cincinnati,6370,Airbus A380,81000.92,444
Fly_BaNu_11320,FlyQ,Barcelona,Nueva York,6170,Airbus A320,16911.4764,567
Tab_RoLo_10737,TabarAir,Roma,Londres,1433,Boeing 737,3795.5871,128
Mol_LoCi_11320,MoldaviAir,Londres,Cincinnati,6284,Airbus A320,17716.053888,575
Tab_LoLo_11380,TabarAir,Los Angeles,Londres,8785,Airbus A380,105616.784,605
Fly_BaRo_10747,FlyQ,Bali,Roma,12738,Boeing 747,144042.934464,1049
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,75328.428,433
Pam_BaNu_10737,PamPangea,Bali,Nueva York,16589,Boeing 737,43181.43242400001,1459
Mol_BaCi_10747,MoldaviAir,Bali,Cincinnati,15011,Boeing 747,166417.9504,1200
Air_CiPa_11380,Airnar,Cincinnati,París,6370,Airbus A380,81000.92,444
Tab_LoNu_10747,TabarAir,Los Angeles,Nueva York,3944,Boeing 747,45406.4832,282
Tab_LoGi_11380,TabarAir,Los Angeles,Ginebra,9103,Airbus A380,108387.6004,626
Pam_LoGi_11380,PamPangea,Londres,Ginebra,739,Airbus A380,8628.2684,69
Air_PaCi_11320,Airnar,París,Cincinnati,6370,Airbus A320,17127.09544,581
Tab_LoGi_11320,TabarAir,Londres,Ginebra,739,Airbus A320,1854.89,73
Tab_LoRo_11320,TabarAir,Los Angeles,Roma,10077,Airbus A320,28935.50088,850
Pam_GiPa_10747,PamPangea,Ginebra,París,411,Boeing 747,4687.948200000001,47
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,205513.9112,1328
Tab_LoNu_11320,TabarAir,Los Angeles,Nueva York,3944,Airbus A320,10790.3896,305
Tab_CiLo_11320,TabarAir,Cincinnati,Los Angeles,3073,Airbus A320,8098.8915,242
Air_PaCa_11380,Airnar,París,Cádiz,1447,Airbus A380,18400.052,116
Air_PaBa_10747,Airnar,París,Bali,11980,Boeing 747,134092.14,818
Air_LoCa_11320,Airnar,Los Angeles,Cádiz,9373,Airbus A320,24711.951992,799
Mol_MeCa_11380,MoldaviAir,Melbourne,Cádiz,20029,Airbus A380,248020.549088,1535
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,71033.976,431
Tab_GiNu_10747,TabarAir,Ginebra,Nueva York,6206,Boeing 747,68140.63880000002,433
Tab_NuGi_10737,TabarAir,Nueva York,Ginebra,6206,Boeing 737,16437.8322,491
Pam_NuMe_10747,PamPangea,Nueva York,Melbourne,16082,Boeing 747,180074.399648,1272
Pam_LoPa_10747,PamPangea,Londres,París,344,Boeing 747,3777.0512,42
Pam_GiMe_10747,PamPangea,Ginebra,Melbourne,16674,Boeing 747,194097.36528,1311
Tab_GiLo_11380,TabarAir,Ginebra,Londres,739,Airbus A380,9140.8388,69
Fly_CiGi_11320,FlyQ,Cincinnati,Ginebra,6969,Airbus A320,19283.390256,624
Pam_LoMe_10747,PamPangea,Londres,Melbourne,16900,Boeing 747,194854.5664,1326
Fly_BaBa_10747,FlyQ,Barcelona,Bali,13058,Boeing 747,152004.52176,1070
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,202348.9728,1326
Pam_PaGi_11380,PamPangea,París,Ginebra,411,Airbus A380,5036.2296,47
Pam_NuBa_11380,PamPangea,Nueva York,Bali,16589,Airbus A380,205422.781408,1305
Mol_BaPa_10747,MoldaviAir,Bali,París,11980,Boeing 747,139200.412,818
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206,Boeing 747,70786.87720000002,433
Fly_CiRo_11380,FlyQ,Cincinnati,Roma,7480,Airbus A380,89062.864,518
Mol_CaBa_11380,MoldaviAir,Cádiz,Bali,12798,Airbus A380,147944.88,873
Air_PaLo_10737,Airnar,París,Los Angeles,9099,Boeing 737,22110.57,711
Air_BaCa_10737,Airnar,Bali,Cádiz,12798,Boeing 737,35577.41616000001,1171
Tab_GiRo_10737,TabarAir,Ginebra,Roma,698,Boeing 737,1747.0242,73
Fly_CiBa_10747,FlyQ,Cincinnati,Barcelona,6763,Boeing 747,72814.51580000001,470
Mol_MePa_11380,MoldaviAir,Melbourne,París,16925,Airbus A380,215687.8672,1328
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,17781.4035,549
Tab_LoRo_11320,TabarAir,Los Angeles,Roma,10077,Airbus A320,27357.200832,850
Pam_MePa_10737,PamPangea,Melbourne,París,16925,Boeing 737,44911.503,1485
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,148183.016,818
Fly_CiRo_10737,FlyQ,Cincinnati,Roma,7480,Boeing 737,18358.164,588
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553,Boeing 737,32358.42043200001,1153
Air_PaGi_11380,Airnar,París,Ginebra,411,Airbus A380,5083.7412,47
Tab_GiLo_10747,TabarAir,Ginebra,Londres,739,Boeing 747,8507.959200000001,69
Fly_BaGi_10747,FlyQ,Bali,Ginebra,12383,Boeing 747,132002.78,845
Pam_GiPa_11320,PamPangea,Ginebra,París,411,Airbus A320,1083.1905,49
Air_PaGi_10737,Airnar,París,Ginebra,411,Boeing 737,1028.6919,51
Pam_GiPa_11380,PamPangea,Ginebra,París,411,Airbus A380,5131.2528,47
Mol_CiPa_11380,MoldaviAir,Cincinnati,París,6370,Airbus A380,73637.2,444
Mol_MeCi_10737,MoldaviAir,Melbourne,Cincinnati,15262,Boeing 737,39341.52892800001,1359
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,18120.0969,549
Mol_LoCi_11320,MoldaviAir,Londres,Cincinnati,6284,Airbus A320,17552.016352,575
Mol_BaCa_10737,MoldaviAir,Bali,Cádiz,12798,Boeing 737,34930.55404800001,1171
Pam_LoPa_10747,PamPangea,Londres,París,344,Boeing 747,3740.3808,42
Tab_LoCi_10747,TabarAir,Londres,Cincinnati,6284,Boeing 747,71006.6864,438
Pam_GiMe_10737,PamPangea,Ginebra,Melbourne,16674,Boeing 737,46352.38608000001,1466
Air_BaCi_10747,Airnar,Bali,Cincinnati,15011,Boeing 747,178067.206928,1200
Air_LoCa_11320,Airnar,Los Angeles,Cádiz,9373,Airbus A320,25445.970368,799
Tab_GiNu_10747,TabarAir,Ginebra,Nueva York,6206,Boeing 747,72771.55600000001,433
Mol_MeBa_11380,MoldaviAir,Melbourne,Bali,2779,Airbus A380,34374.0068,205
Pam_LoMe_10737,PamPangea,Londres,Melbourne,16900,Boeing 737,43990.97040000001,1483
Pam_LoPa_11320,PamPangea,Londres,París,344,Airbus A320,949.784,44
Pam_PaLo_10747,PamPangea,París,Londres,344,Boeing 747,4033.744,42
Air_CiPa_10747,Airnar,Cincinnati,París,6370,Boeing 747,74694.62000000001,444
Tab_CiRo_10737,TabarAir,Cincinnati,Roma,7480,Boeing 737,18721.692,588
Pam_NuPa_10737,PamPangea,Nueva York,París,5835,Boeing 737,14179.05,463
Pam_BaGi_10747,PamPangea,Bali,Ginebra,12383,Boeing 747,137282.8912,845
Air_PaLo_11320,Airnar,París,Los Angeles,9099,Airbus A320,24227.070192,779
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,171117.464128,1070
Mol_BaCa_11380,MoldaviAir,Bali,Cádiz,12798,Airbus A380,156821.5728,873
Fly_BaNu_11380,FlyQ,Barcelona,Nueva York,6170,Airbus A380,72751.704,431
Pam_GiPa_10747,PamPangea,Ginebra,París,411,Boeing 747,4775.5734,47
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,72349.42,431
Tab_CiGi_10747,TabarAir,Cincinnati,Ginebra,6969,Boeing 747,75032.4354,484
Fly_CiBa_11380,FlyQ,Cincinnati,Barcelona,6763,Airbus A380,81307.4912,470
Mol_BaLo_10747,MoldaviAir,Bali,Londres,12553,Boeing 747,137829.4294,856
Fly_BaRo_10737,FlyQ,Barcelona,Roma,859,Boeing 737,2212.6122,85
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,17781.4035,549
Mol_MeBa_10737,MoldaviAir,Melbourne,Bali,2779,Boeing 737,6955.5591,231
Air_BaLo_11380,Airnar,Bali,Los Angeles,12845,Airbus A380,149973.082,876
Air_BaGi_10747,Airnar,Bali,Ginebra,12383,Boeing 747,138602.919,845
Mol_LoBa_10747,MoldaviAir,Londres,Bali,12553,Boeing 747,133814.98,856
Tab_LoGi_11320,TabarAir,Los Angeles,Ginebra,9103,Airbus A320,25188.219472,779
Air_LoBa_10747,Airnar,Los Angeles,Bali,12845,Boeing 747,145252.90416,1056
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,34068.5072,224
Fly_CiGi_10737,FlyQ,Cincinnati,Ginebra,6969,Boeing 737,17781.4035,549
Fly_BaGi_10737,FlyQ,Bali,Ginebra,12383,Boeing 737,34110.80618400001,1140
Tab_NuLo_11320,TabarAir,Nueva York,Londres,5566,Airbus A320,15255.96072,523
Pam_GiBa_10737,PamPangea,Ginebra,Bali,12383,Boeing 737,32233.147128,1140
Pam_BaLo_11380,PamPangea,Bali,Londres,12553,Airbus A380,146563.8068,856
Tab_GiLo_10747,TabarAir,Ginebra,Los Angeles,9103,Boeing 747,98978.7396,626
Fly_CiNu_10737,FlyQ,Cincinnati,Nueva York,911,Boeing 737,2302.2792,89
Fly_RoBa_10747,FlyQ,Roma,Barcelona,859,Boeing 747,9431.6482,77
Fly_BaNu_11380,FlyQ,Bali,Nueva York,16589,Airbus A380,199439.5936,1305
Tab_NuCi_11320,TabarAir,Nueva York,Cincinnati,911,Airbus A320,2515.271,86
Pam_LoBa_10747,PamPangea,Londres,Bali,12553,Boeing 747,144520.1784,856
Tab_RoNu_10747,TabarAir,Roma,Nueva York,6877,Boeing 747,76974.26100000001,478
Fly_GiBa_10747,FlyQ,Ginebra,Barcelona,660,Boeing 747,7317.024,64
Pam_BaLo_11380,PamPangea,Bali,Londres,12553,Airbus A380,146563.8068,856
Fly_BaGi_11380,FlyQ,Bali,Ginebra,12383,Airbus A380,148873.3792,845
Pam_NuBa_10737,PamPangea,Nueva York,Bali,16589,Boeing 737,42762.19521600001,1459
Air_LoBa_11380,Airnar,Los Angeles,Bali,12845,Airbus A380,154427.728,876
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,72349.42,431
Pam_NuPa_11320,PamPangea,Nueva York,París,5835,Airbus A320,16602.53556,542
Fly_NuRo_10737,FlyQ,Nueva York,Roma,6877,Boeing 737,17713.7766,542
Fly_RoNu_11320,FlyQ,Roma,Nueva York,6877,Airbus A320,19387.858464,618
Fly_NuGi_11380,FlyQ,Nueva York,Ginebra,6206,Airbus A380,78198.0824,433
Air_GiCa_11320,Airnar,Ginebra,Cádiz,1725,Airbus A320,4762.725,145
Air_CaBa_10747,Airnar,Cádiz,Bali,12798,Boeing 747,154653.284448,1053
Fly_CiNu_11380,FlyQ,Cincinnati,Nueva York,911,Airbus A380,11478.9644,80
Air_PaBa_11380,Airnar,París,Bali,11980,Airbus A380,142643.464,818
Fly_BaRo_10747,FlyQ,Barcelona,Roma,859,Boeing 747,9706.3564,77
Fly_BaNu_10747,FlyQ,Bali,Nueva York,16589,Boeing 747,200464.395664,1305
Mol_LoBa_10737,MoldaviAir,Londres,Bali,12553,Boeing 737,33310.13868,1153
Pam_NuGi_11380,PamPangea,Nueva York,Ginebra,6206,Airbus A380,76763.2552,433
Fly_CiBa_10737,FlyQ,Cincinnati,Bali,15011,Boeing 737,40211.94715200001,1340
Fly_BaCi_11380,FlyQ,Bali,Cincinnati,15011,Airbus A380,193101.023648,1200
Tab_NuLo_11320,TabarAir,Nueva York,Londres,5566,Airbus A320,15982.43504,523
Mol_CaBa_10737,MoldaviAir,Cádiz,Bali,12798,Boeing 737,33960.26088000001,1171
Fly_BaNu_10737,FlyQ,Barcelona,Nueva York,6170,Boeing 737,15143.031,488
Tab_RoNu_11320,TabarAir,Roma,Nueva York,6877,Airbus A320,18131.238008,618
Air_CaCi_11380,Airnar,Cádiz,Cincinnati,6624,Airbus A380,77339.1744,461
Fly_BaRo_10747,FlyQ,Bali,Roma,12738,Boeing 747,149691.676992,1049
Mol_LoCi_10747,MoldaviAir,Londres,Cincinnati,6284,Boeing 747,71006.6864,438
Air_CiPa_10737,Airnar,Cincinnati,París,6370,Boeing 737,17027.01,503
Tab_LoCi_10747,TabarAir,Los Angeles,Cincinnati,3073,Boeing 747,36033.998,224
Mol_CiPa_10737,MoldaviAir,Cincinnati,París,6370,Boeing 737,16872.219,503
Fly_RoGi_11320,FlyQ,Roma,Ginebra,698,Airbus A320,1927.178,70
Mol_MeBa_11380,MoldaviAir,Melbourne,Bali,2779,Airbus A380,34695.2592,205
Fly_BaNu_10747,FlyQ,Barcelona,Nueva York,6170,Boeing 747,65772.2,431
Tab_GiNu_11320,TabarAir,Ginebra,Nueva York,6206,Airbus A320,16686.146672,569
Air_GiLo_10737,Airnar,Ginebra,Los Angeles,9103,Boeing 737,22562.6958,711
Fly_CiRo_10747,FlyQ,Cincinnati,Roma,7480,Boeing 747,87710.48000000001,518
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,191107.3632,1326
Pam_LoGi_11320,PamPangea,Londres,Ginebra,739,Airbus A320,2021.8301,73
Tab_NuCi_10747,TabarAir,Nueva York,Cincinnati,911,Boeing 747,10196.823,80
Air_CaLo_11320,Airnar,Cádiz,Los Angeles,9373,Airbus A320,26424.661536,799
Tab_NuGi_10747,TabarAir,Nueva York,Ginebra,6206,Boeing 747,68140.63880000002,433
Pam_LoPa_11320,PamPangea,Londres,París,344,Airbus A320,863.4399999999999,44
Tab_RoLo_11320,TabarAir,Roma,Londres,1433,Airbus A320,3776.671499999999,123
Pam_BaMe_11380,PamPangea,Bali,Melbourne,2779,Airbus A380,33410.2496,205
Tab_GiCi_10747,TabarAir,Ginebra,Cincinnati,6969,Boeing 747,80232.70320000002,484
Fly_RoNu_10747,FlyQ,Roma,Nueva York,6877,Boeing 747,77707.34920000001,478
Pam_GiPa_11320,PamPangea,Ginebra,París,411,Airbus A320,1124.4549,49
Mol_CaLo_10737,MoldaviAir,Cádiz,Londres,1716,Boeing 737,4461.7716,150
Pam_GiNu_11320,PamPangea,Ginebra,Nueva York,6206,Airbus A320,16200.1424,569
Mol_PaLo_11320,MoldaviAir,París,Londres,344,Airbus A320,941.1496,44
Tab_LoCi_11380,TabarAir,Londres,Cincinnati,6284,Airbus A380,78454.48320000002,438
Mol_BaMe_11380,MoldaviAir,Bali,Melbourne,2779,Airbus A380,33731.502,205
Mol_BaCi_11380,MoldaviAir,Bali,Cincinnati,15011,Airbus A380,194905.706112,1200
Air_LoCa_11380,Airnar,Los Angeles,Cádiz,9373,Airbus A380,108351.88,644
Air_PaBa_10737,Airnar,París,Bali,11980,Boeing 737,33303.44160000001,1029
Tab_CiLo_10737,TabarAir,Cincinnati,Londres,6284,Boeing 737,15270.12,497
Tab_CiNu_10747,TabarAir,Cincinnati,Nueva York,911,Boeing 747,10488.1608,80
Tab_GiLo_11320,TabarAir,Ginebra,Los Angeles,9103,Airbus A320,23762.4712,779
Fly_CiGi_11380,FlyQ,Cincinnati,Ginebra,6969,Airbus A380,82978.4892,484
Fly_CiNu_10747,FlyQ,Cincinnati,Nueva York,911,Boeing 747,10585.2734,80
Tab_LoNu_10737,TabarAir,Londres,Nueva York,5566,Boeing 737,13660.6338,442
Fly_RoBa_10747,FlyQ,Roma,Barcelona,859,Boeing 747,10072.634,77
Pam_LoMe_10747,PamPangea,Londres,Melbourne,16900,Boeing 747,202348.9728,1326
Tab_RoLo_11380,TabarAir,Roma,Los Angeles,10077,Airbus A380,119984.8236,691
Mol_BaCi_10737,MoldaviAir,Bali,Cincinnati,15011,Boeing 737,38694.515184,1340
Pam_MeBa_11380,PamPangea,Melbourne,Bali,2779,Airbus A380,33088.99720000001,205
Tab_NuGi_11320,TabarAir,Nueva York,Ginebra,6206,Airbus A320,17172.150944,569
Fly_BaBa_11380,FlyQ,Barcelona,Bali,13058,Airbus A380,169547.579136,1070
Fly_NuBa_11380,FlyQ,Nueva York,Bali,16589,Airbus A380,199439.5936,1305
Air_BaPa_11380,Airnar,Bali,París,11980,Airbus A380,144028.352,818
Tab_CiGi_11380,TabarAir,Cincinnati,Ginebra,6969,Airbus A380,80561.64,484
Fly_NuBa_10747,FlyQ,Nueva York,Bali,16589,Boeing 747,194947.026976,1305
Air_PaCa_11380,Airnar,París,Cádiz,1447,Airbus A380,17898.2324,116
Mol_CaCi_10747,MoldaviAir,Cádiz,Cincinnati,6624,Boeing 747,74848.5504,461
Fly_RoNu_11320,FlyQ,Roma,Nueva York,6877,Airbus A320,19028.824048,618
Fly_BaBa_10737,FlyQ,Bali,Barcelona,13058,Boeing 737,33330.17937600001,1191
Air_LoCi_10737,Airnar,Los Angeles,Cincinnati,3073,Boeing 737,8139.455100000001,253
Mol_PaCa_11320,MoldaviAir,París,Cádiz,1447,Airbus A320,3704.6094,124
Air_CiLo_11320,Airnar,Cincinnati,Los Angeles,3073,Airbus A320,8484.553,242
Air_CiLo_10747,Airnar,Cincinnati,Los Angeles,3073,Boeing 747,35706.4162,224
Mol_CaMe_10747,MoldaviAir,Cádiz,Melbourne,20029,Boeing 747,226490.495712,1535
Mol_PaBa_11380,MoldaviAir,París,Bali,11980,Airbus A380,148183.016,818
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,233151.98088,1535
Mol_MeLo_11380,MoldaviAir,Melbourne,Londres,16900,Airbus A380,221464.6304,1326
Mol_MeBa_10747,MoldaviAir,Melbourne,Bali,2779,Boeing 747,31697.8298,205
Mol_MeCa_10747,MoldaviAir,Melbourne,Cádiz,20029,Boeing 747,244254.45616,1535
Mol_PaMe_10737,MoldaviAir,París,Melbourne,16925,Boeing 737,44056.04580000001,1485
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103,Boeing 737,22783.8987,711
Mol_CiLo_10737,MoldaviAir,Cincinnati,Londres,6284,Boeing 737,15728.2236,497
Pam_MeBa_10737,PamPangea,Melbourne,Bali,2779,Boeing 737,7158.148200000001,231
Mol_LoPa_11380,MoldaviAir,Londres,París,344,Airbus A380,4255.004800000001,42
Mol_CiLo_10747,MoldaviAir,Cincinnati,Londres,6284,Boeing 747,67657.3144,438
Fly_RoBa_11380,FlyQ,Roma,Bali,12738,Airbus A380,150196.3056,869
Air_LoCa_10747,Airnar,Los Angeles,Cádiz,9373,Boeing 747,103912.8272,644
Pam_BaPa_10747,PamPangea,Bali,París,11980,Boeing 747,132815.072,818
Tab_RoGi_11380,TabarAir,Roma,Ginebra,698,Airbus A380,8310.9464,66
Tab_NuLo_10747,TabarAir,Nueva York,Los Angeles,3944,Boeing 747,42463.4704,282
Pam_MeNu_10737,PamPangea,Melbourne,Nueva York,16082,Boeing 737,41861.70331200001,1421
Mol_MeCa_10737,MoldaviAir,Melbourne,Cádiz,20029,Boeing 737,51629.634576,1721
Tab_LoCi_11320,TabarAir,Londres,Cincinnati,6284,Airbus A320,17716.053888,575
Tab_NuLo_10737,TabarAir,Nueva York,Los Angeles,3944,Boeing 737,10446.4728,319
Fly_BaNu_11380,FlyQ,Bali,Nueva York,16589,Airbus A380,211405.969216,1305
Tab_NuGi_11380,TabarAir,Nueva York,Ginebra,6206,Airbus A380,76045.8416,433
Mol_CaPa_11380,MoldaviAir,Cádiz,París,1447,Airbus A380,17730.9592,116
Fly_CiBa_10747,FlyQ,Cincinnati,Barcelona,6763,Boeing 747,76419.19480000001,470
Mol_PaBa_10747,MoldaviAir,París,Bali,11980,Boeing 747,134092.14,818
Tab_LoLo_11320,TabarAir,Los Angeles,Londres,8785,Airbus A320,24078.9822,756
Air_CaLo_11320,Airnar,Cádiz,Los Angeles,9373,Airbus A320,25445.970368,799
Air_CaPa_11380,Airnar,Cádiz,París,1447,Airbus A380,17730.9592,116
Tab_LoRo_10747,TabarAir,Los Angeles,Roma,10077,Boeing 747,111717.6528,691
Pam_MePa_10737,PamPangea,Melbourne,París,16925,Boeing 737,46622.41740000001,1485
Air_BaGi_11380,Airnar,Bali,Ginebra,12383,Airbus A380,151736.3288,845
Air_BaCi_10737,Airnar,Bali,Cincinnati,15011,Boeing 737,37935.7992,1340
Tab_GiLo_10737,TabarAir,Ginebra,Los Angeles,9103,Boeing 737,24111.1161,711
Fly_BaRo_11380,FlyQ,Bali,Roma,12738,Airbus A380,148723.7928,869
Mol_PaCi_11320,MoldaviAir,París,Cincinnati,6370,Airbus A320,17293.37792,581
Fly_GiRo_10737,FlyQ,Ginebra,Roma,698,Boeing 737,1865.754,73
Tab_GiNu_11380,TabarAir,Ginebra,Nueva York,6206,Airbus A380,75328.428,433
Pam_PaMe_11380,PamPangea,París,Melbourne,16925,Airbus A380,211618.2848,1328
Fly_RoGi_11320,FlyQ,Roma,Ginebra,698,Airbus A320,1751.98,70
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,198601.7696,1326
Mol_PaMe_10737,MoldaviAir,París,Melbourne,16925,Boeing 737,47050.146,1485
Tab_RoLo_11380,TabarAir,Roma,Los Angeles,10077,Airbus A380,119984.8236,691
Mol_LoCa_10747,MoldaviAir,Londres,Cádiz,1716,Boeing 747,19024.2624,134
Pam_PaMe_11380,PamPangea,París,Melbourne,16925,Airbus A380,203479.12,1328
Tab_CiLo_11320,TabarAir,Cincinnati,Londres,6284,Airbus A320,16731.828672,575
Air_GiPa_10747,Airnar,Ginebra,París,411,Boeing 747,4468.885200000001,47
Pam_MeGi_11380,PamPangea,Melbourne,Ginebra,16674,Airbus A380,218503.032384,1311
Mol_LoMe_11380,MoldaviAir,Londres,Melbourne,16900,Airbus A380,213337.488,1326
Mol_MeLo_10747,MoldaviAir,Melbourne,Londres,16900,Boeing 747,192980.9648,1326
Pam_GiPa_10737,PamPangea,Ginebra,París,411,Boeing 737,1078.6284,51
Mol_CaMe_10737,MoldaviAir,Cádiz,Melbourne,20029,Boeing 737,53148.15324000001,1721
Fly_NuBa_10747,FlyQ,Nueva York,Barcelona,6170,Boeing 747,69718.532,431
Pam_MeLo_11380,PamPangea,Melbourne,Londres,16900,Airbus A380,223496.416,1326
Pam_GiMe_10747,PamPangea,Ginebra,Melbourne,16674,Boeing 747,199643.004288,1311
Fly_NuRo_10747,FlyQ,Nueva York,Roma,6877,Boeing 747,78440.43740000001,478
Pam_GiPa_10737,PamPangea,Ginebra,París,411,Boeing 737,1068.6411,51
Air_CaBa_10737,Airnar,Cádiz,Bali,12798,Boeing 737,35253.98510400001,1171
